,Manufacturer,Model,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Mileage,Engine,Power,Price
4636,Mahindra,Mahindra Xylo E4,9,197000,Diesel,First,11.6,2498.0,112.0,400000.0
4637,Hyundai,Hyundai EON D,9,45010,Petrol,Second,21.0,814.0,55.2,295000.0
4638,Honda,Honda Amaze VX,9,75348,Diesel,First,25.0,1498.0,98.6,375000.0
4639,Volkswagen,Volkswagen Polo Diesel,12,90110,Diesel,First,22.0,1199.0,73.9,250000.0
4640,Honda,Honda City 1.5,11,102013,Petrol,First,17.0,1497.0,118.0,375000.0
4641,Toyota,Toyota Fortuner 4x2,7,36000,Diesel,First,12.5,2982.0,168.5,2200000.0
4642,Honda,Honda Amaze E,5,37578,Petrol,First,18.0,1198.0,86.7,614000.0
4643,BMW,BMW 1 Series,7,46001,Diesel,First,20.5,1995.0,143.0,1600000.0
4644,Maruti,Maruti Celerio VXI,8,46559,Petrol,First,23.0,998.0,67.04,375000.0
4645,Toyota,Toyota Innova 2.5,7,48000,Diesel,First,12.9,2494.0,100.6,1175000.0
4646,Jaguar,Jaguar XF 2.2,9,46000,Diesel,Second,16.3,2179.0,187.7,2400000.0
4647,Honda,Honda WRV i-VTEC,5,15000,Petrol,First,17.0,1199.0,88.7,890000.0
4648,BMW,BMW X1 sDrive20d,10,85000,Diesel,Third,17.0,1995.0,184.0,1000000.0
4649,Skoda,Skoda Rapid 1.6,8,32000,Petrol,First,14.0,1598.0,103.5,555000.0
4650,Volkswagen,Volkswagen Vento 1.6,10,60818,Petrol,First,16.0,1598.0,103.5,359000.0
4651,Ford,Ford EcoSport 1.5,3,35188,Diesel,First,22.7,1498.0,98.59,1113000.0
4652,Mahindra,Mahindra XUV500 W6,10,110000,Diesel,First,15.0,2179.0,140.0,720000.0
4653,Ford,Ford Fiesta Classic,8,61000,Diesel,First,18.0,1388.0,67.0,298000.0
4654,Hyundai,Hyundai Santro Xing,12,75000,Petrol,Second,17.9,1086.0,62.1,170000.0
4655,Mercedes-Benz,Mercedes-Benz GL-Class 2007,7,55000,Diesel,First,12.0,2987.0,224.0,5200000.0
4656,Maruti,Maruti Alto LXi,19,69966,Petrol,First,19.0,796.0,46.3,95000.0
4657,Honda,Honda City i,6,42000,Petrol,First,17.0,1497.0,117.3,925000.0
4658,Hyundai,Hyundai Santa Fe,8,48000,Diesel,First,13.0,2199.0,194.3,1625000.0
4659,Mercedes-Benz,Mercedes-Benz GLA Class,7,35000,Diesel,First,17.0,2143.0,136.0,2099000.0
4660,Toyota,Toyota Innova 2.5,17,128000,Diesel,Second,12.0,2494.0,102.0,425000.0
4661,BMW,BMW 3 Series,14,78000,Diesel,Second,16.0,1995.0,181.0,720000.0
4662,Maruti,Maruti Swift ZXI,11,53080,Petrol,First,18.0,1197.0,85.8,440000.00000000006
4663,Volkswagen,Volkswagen Vento Petrol,11,66000,Petrol,Second,15.0,1598.0,103.6,425000.0
4664,Maruti,Maruti Ertiga VXI,10,25000,Petrol,First,16.0,1373.0,93.7,535000.0
4665,Hyundai,Hyundai Grand i10,6,36139,Petrol,Second,18.0,1197.0,82.0,630000.0
4666,Hyundai,Hyundai Creta 1.6,5,44000,Diesel,First,19.6,1582.0,126.2,1250000.0
4667,Audi,Audi A6 3.0,14,50000,Diesel,Second,16.7,2967.0,241.38,750000.0
4668,Mahindra,Mahindra XUV500 W8,6,81177,Diesel,First,16.0,1997.0,140.0,1125000.0
4669,Ford,Ford EcoSport 1.5,6,26000,Petrol,First,16.0,1499.0,110.4,765000.0
4670,Hyundai,Hyundai Xcent 1.1,6,100000,Diesel,First,24.0,1120.0,71.0,450000.0
4671,Volkswagen,Volkswagen Vento 1.5,8,75000,Diesel,First,21.2,1498.0,103.2,750000.0
4672,Mercedes-Benz,Mercedes-Benz S-Class 280,18,119859,Petrol,First,13.0,2987.0,210.0,710000.0
4673,Hyundai,Hyundai i10 Magna,12,55980,Petrol,First,20.3,1197.0,78.9,225000.0
4674,Audi,Audi A4 35,7,30000,Diesel,First,17.1,1968.0,174.33,2700000.0
4675,Hyundai,Hyundai i20 Sportz,10,49700,Diesel,Second,21.0,1396.0,88.76,418000.0
4676,Hyundai,Hyundai Verna 1.4,9,79000,Diesel,First,23.0,1396.0,88.7,650000.0
4677,Honda,Honda City 1.5,12,65100,Petrol,First,17.0,1497.0,118.0,315000.0
4678,Maruti,Maruti Ertiga VDI,6,54161,Diesel,First,25.4,1248.0,88.5,764000.0
4679,Maruti,Maruti Alto LXi,11,28619,Petrol,First,19.0,796.0,46.3,240000.0
4680,Maruti,Maruti Wagon R,6,9000,Petrol,First,20.5,998.0,67.0,425000.0
4681,Hyundai,Hyundai Verna 1.6,6,42876,Diesel,First,19.0,1582.0,126.2,931000.0
4682,Maruti,Maruti Alto LXi,11,64000,Petrol,First,19.0,796.0,46.3,239000.0
4683,Volkswagen,Volkswagen Vento 1.6,4,20488,Petrol,Second,16.0,1598.0,103.5,764000.0
4684,Maruti,Maruti Baleno Zeta,6,21000,Petrol,First,21.0,1197.0,83.1,621000.0
4685,Land,Land Rover Freelander,10,119203,Diesel,First,0.0,2179.0,115.0,1650000.0
4686,Honda,Honda CR-V 2.0L,11,55987,Petrol,First,13.0,1997.0,153.86,822000.0000000001
4687,Toyota,Toyota Fortuner 2.8,5,72668,Diesel,First,14.2,2755.0,174.5,2885000.0
4688,Honda,Honda City V,7,32000,Petrol,First,15.0,1497.0,116.3,850000.0
4689,Mercedes-Benz,Mercedes-Benz SLK-Class 55,8,3000,Petrol,Second,12.0,5461.0,421.0,9000000.0
4690,Honda,Honda City i-VTEC,7,10400,Petrol,First,17.0,1497.0,117.3,651000.0
4691,Maruti,Maruti Swift VDI,9,35000,Diesel,First,22.0,1248.0,74.0,465000.00000000006
4692,Toyota,Toyota Corolla Altis,9,55101,Petrol,First,14.5,1794.0,138.1,840000.0
4693,Toyota,Toyota Etios Cross,8,57464,Diesel,First,23.5,1364.0,67.06,575000.0
4694,Maruti,Maruti Wagon R,16,110000,Petrol,First,18.0,998.0,67.1,111000.00000000001
4695,Fiat,Fiat Punto 1.2,5,17941,Petrol,First,15.0,1621.5059354622972,113.2722029281571,393000.0
4696,Mercedes-Benz,Mercedes-Benz E-Class 2015-2017,8,72000,Petrol,First,12.0,1991.0,184.0,1725000.0
4697,Jaguar,Jaguar XF Aero,10,16000,Diesel,First,16.3,2179.0,187.7,3200000.0
4698,Hyundai,Hyundai i20 Sportz,11,62020,Petrol,First,17.0,1197.0,80.0,345000.0
4699,Land,Land Rover Freelander,8,85000,Diesel,Second,12.3,2179.0,147.51,2300000.0
4700,Hyundai,Hyundai Elite i20,4,14223,Petrol,First,18.0,1197.0,81.86,732000.0
4701,Honda,Honda Amaze S,8,41210,Petrol,First,18.0,1198.0,86.7,440000.00000000006
4702,Mercedes-Benz,Mercedes-Benz M-Class ML,7,20000,Diesel,First,0.0,2987.0,165.0,4735000.0
4703,Maruti,Maruti Alto 800,6,18043,Petrol,First,22.7,796.0,47.3,412000.0
4704,Toyota,Toyota Innova Crysta,6,80000,Diesel,First,11.3,2755.0,171.5,1950000.0
4705,Hyundai,Hyundai Grand i10,6,21000,Petrol,First,18.0,1197.0,82.0,620000.0
4706,BMW,BMW X3 xDrive30d,6,49000,Diesel,First,16.5,2993.0,258.0,4500000.0
4707,Maruti,Maruti 1000 AC,24,104000,Petrol,Second,15.0,970.0,113.2722029281571,85000.0
4708,Hyundai,Hyundai i20 Magna,12,95000,Petrol,Second,18.0,1197.0,80.0,280000.0
4709,Hyundai,Hyundai Grand i10,7,32000,Petrol,First,18.0,1197.0,82.0,480000.0
4710,Hyundai,Hyundai Santro Xing,19,80000,Petrol,Second,17.0,1621.5059354622972,113.2722029281571,90000.0
4711,Ford,Ford Fiesta 1.5,8,122800,Diesel,First,25.0,1498.0,89.75,565000.0
4712,Mercedes-Benz,Mercedes-Benz E-Class 220,11,78000,Diesel,Second,15.0,2148.0,113.2722029281571,1450000.0
4713,Maruti,Maruti Swift Dzire,7,69000,Diesel,First,26.5,1248.0,74.0,590000.0
4714,Toyota,Toyota Etios VXD,7,65000,Diesel,Second,23.5,1364.0,67.04,500000.0
4715,Hyundai,Hyundai Xcent 1.2,7,23000,Petrol,First,19.0,1197.0,82.0,490000.00000000006
4716,Honda,Honda Civic 2006-2010,13,70000,Petrol,First,13.0,1799.0,130.0,425000.0
4717,Toyota,Toyota Innova 2.5,8,250000,Diesel,First,12.9,2494.0,100.6,1090000.0
4718,Hyundai,Hyundai Accent GLE,10,56000,Petrol,First,13.0,1495.0,94.0,245000.00000000003
4719,Maruti,Maruti Alto 800,9,30000,Petrol,First,22.7,796.0,47.3,250000.0
4720,Mercedes-Benz,Mercedes-Benz SL-Class SL,12,35000,Petrol,First,8.0,5461.0,387.3,2950000.0
4721,Ford,Ford Ecosport 1.5,9,92250,Diesel,Second,22.0,1498.0,89.84,575000.0
4722,Hyundai,Hyundai Xcent 1.2,4,40000,Petrol,First,20.1,1197.0,81.86,500000.0
4723,Skoda,Skoda Rapid 1.6,8,96848,Petrol,First,14.0,1598.0,103.6,462000.0
4724,Audi,Audi Q3 2012-2015,6,42000,Diesel,First,15.7,1968.0,174.33,2350000.0
4725,Mahindra,Mahindra XUV500 W8,9,55886,Diesel,First,16.0,2179.0,140.0,725000.0
4726,Hyundai,Hyundai Verna VTVT,3,12336,Petrol,First,17.0,1591.0,121.3,1188000.0
4727,Hyundai,Hyundai Verna Xi,13,60000,Petrol,Third,13.0,1599.0,103.2,225000.0
4728,Ford,Ford Ikon 1.6,19,83000,Petrol,Second,14.0,1597.0,92.0,85000.0
4729,Nissan,Nissan Micra Active,4,24000,Petrol,First,19.6,1198.0,67.04,400000.0
4730,Honda,Honda Brio VX,6,32198,Petrol,First,16.0,1198.0,86.8,509999.99999999994
4731,Toyota,Toyota Innova 2.5,8,92247,Diesel,First,12.9,2494.0,100.6,1250000.0
4732,Volkswagen,Volkswagen Vento 1.5,11,121311,Diesel,First,20.6,1498.0,108.5,290000.0
4733,Mahindra,Mahindra XUV500 W10,6,66296,Diesel,First,16.0,2179.0,140.0,1596000.0
4734,Hyundai,Hyundai Xcent 1.2,7,41000,Petrol,First,16.0,1197.0,82.0,545000.0
4735,Ford,Ford Endeavour 2.2,5,38681,Diesel,First,13.0,2198.0,157.7,2386000.0
4736,Chevrolet,Chevrolet Spark 1.0,14,43761,Petrol,First,18.0,995.0,62.0,175000.0
4737,Maruti,Maruti Ertiga SHVS,5,17400,Diesel,First,24.5,1248.0,88.5,975000.0
4738,Honda,Honda Amaze S,9,61510,Diesel,First,25.0,1498.0,98.6,475000.0
4739,Honda,Honda City i,8,60000,Petrol,First,17.0,1497.0,117.3,625000.0
4740,Mini,Mini Cooper Countryman,8,35165,Diesel,Second,23.0,1998.0,112.0,2200000.0
4741,Toyota,Toyota Corolla Altis,6,41617,Petrol,First,14.5,1794.0,138.1,1414000.0
4742,Hyundai,Hyundai Santro Xing,17,45000,Petrol,First,17.0,1086.0,113.2722029281571,95000.0
4743,Skoda,Skoda Superb Elegance,8,65000,Petrol,First,13.0,1798.0,157.75,1195000.0
4744,Maruti,Maruti Wagon R,11,68000,Petrol,First,18.0,998.0,67.1,250000.0
4745,Hyundai,Hyundai i10 Era,9,49000,Petrol,First,19.8,1086.0,68.05,275000.0
4746,Tata,Tata Tiago 1.2,3,16698,Petrol,First,23.8,1199.0,84.0,585000.0
4747,Maruti,Maruti Baleno Zeta,6,30965,Petrol,First,21.0,1197.0,83.1,625000.0
4748,Volkswagen,Volkswagen Vento 1.6,8,56058,Petrol,First,15.0,1598.0,103.2,495000.0
4749,Hyundai,Hyundai Grand i10,5,15356,Petrol,First,18.0,1197.0,81.86,475000.0
4750,Ford,Ford Figo Diesel,9,54000,Diesel,First,20.0,1399.0,68.05,254999.99999999997
4751,Honda,Honda Civic 2010-2013,11,47000,Petrol,Second,13.0,1799.0,130.3,450000.0
4752,Maruti,Maruti Alto 800,7,21652,Petrol,First,22.7,796.0,47.3,301000.0
4753,Land,Land Rover Range,6,52000,Diesel,First,15.6,1999.0,177.0,4200000.0
4754,Audi,Audi A6 2.7,12,35010,Diesel,First,12.0,2698.0,179.5,1150000.0
4755,Mercedes-Benz,Mercedes-Benz E-Class 280,16,76662,Diesel,First,11.0,2987.0,198.5,1099000.0
4756,Honda,Honda City 1.5,13,89000,Petrol,First,17.0,1497.0,118.0,371000.0
4757,Honda,Honda CR-V 2.4,16,80000,Petrol,Third,10.0,2354.0,152.0,200000.0
4758,Maruti,Maruti Ciaz 1.3,4,39023,Diesel,First,28.0,1248.0,88.5,948000.0
4759,Maruti,Maruti Wagon R,18,62000,Petrol,Second,18.0,998.0,67.1,125000.0
4760,Hyundai,Hyundai Creta 1.6,7,78046,Diesel,First,19.6,1582.0,126.2,1090000.0
4761,Maruti,Maruti Ciaz VDi,7,34400,Diesel,First,28.0,1248.0,88.5,550000.0
4762,Hyundai,Hyundai EON D,6,64624,Petrol,First,21.0,814.0,55.2,371000.0
4763,Maruti,Maruti Ertiga VXI,8,69192,Petrol,First,16.0,1373.0,93.7,625000.0
4764,Volkswagen,Volkswagen Vento Diesel,10,55000,Diesel,First,20.5,1598.0,103.6,490000.00000000006
4765,Honda,Honda City 1.5,17,81000,Petrol,Second,12.0,1493.0,100.0,110000.00000000001
4766,Volkswagen,Volkswagen Polo Petrol,6,36733,Petrol,First,16.4,1198.0,73.9,472000.0
4767,Maruti,Maruti Alto 800,5,24310,CNG,First,46.815999999999995,796.0,40.3,370000.0
4768,Mercedes-Benz,Mercedes-Benz GLA Class,6,43022,Diesel,First,17.0,2143.0,136.0,2485000.0
4769,Hyundai,Hyundai Santa Fe,9,74000,Diesel,First,14.6,2199.0,194.3,1225000.0
4770,Maruti,Maruti Swift VDI,8,47000,Diesel,First,22.0,1248.0,74.0,390000.0
4771,Hyundai,Hyundai Elite i20,5,37460,Petrol,First,18.0,1197.0,81.86,628000.0
4772,Mahindra,Mahindra Xylo E8,11,130000,Diesel,First,14.0,2498.0,112.0,275000.0
4773,Hyundai,Hyundai Grand i10,5,31576,Petrol,First,18.0,1197.0,82.0,785000.0
4774,Volkswagen,Volkswagen Vento Petrol,11,66000,Petrol,First,15.0,1598.0,103.6,295000.0
4775,Honda,Honda Accord 2.4,14,79000,Petrol,Second,11.0,2354.0,177.6,484999.99999999994
4776,Mercedes-Benz,Mercedes-Benz S-Class S,11,47140,Diesel,Second,13.0,2925.0,281.61,3000000.0
4777,Mercedes-Benz,Mercedes-Benz B Class,6,36610,Diesel,First,15.0,2143.0,107.3,1989999.9999999998
4778,Hyundai,Hyundai Creta 1.6,6,93000,Diesel,First,20.0,1582.0,126.2,1080000.0
4779,Maruti,Maruti Alto LXI,15,52195,Petrol,First,19.0,796.0,46.3,175000.0
4780,Audi,Audi A3 35,6,20003,Diesel,First,20.3,1968.0,143.0,1925000.0
4781,Renault,Renault Duster 85PS,9,66314,Diesel,First,19.8,1461.0,83.8,550000.0
4782,Ford,Ford Fiesta 1.4,13,76000,Diesel,First,17.0,1399.0,68.0,275000.0
4783,Hyundai,Hyundai Creta 1.6,7,29000,Diesel,First,19.6,1582.0,126.2,1300000.0
4784,Ford,Ford Figo Diesel,11,30000,Diesel,First,20.0,1399.0,68.0,320000.0
4785,Volkswagen,Volkswagen Polo Petrol,9,56526,Petrol,First,15.2,1598.0,103.5,584000.0
4786,Volvo,Volvo V40 D3,7,38000,Diesel,Second,16.0,1969.0,150.0,2400000.0
4787,Hyundai,Hyundai Verna SX,10,41000,Diesel,First,19.0,1582.0,126.32,625000.0
4788,BMW,BMW 7 Series,13,53000,Diesel,First,14.4,2993.0,258.0,3600000.0
4789,Mitsubishi,Mitsubishi Lancer GLXD,19,125000,Diesel,Third,14.0,1998.0,68.0,300000.0
4790,Toyota,Toyota Fortuner 3.0,12,242000,Diesel,First,11.0,2982.0,171.0,1100000.0
4791,Maruti,Maruti Ciaz VDi,7,90000,Diesel,First,26.2,1248.0,88.5,650000.0
4792,Maruti,Maruti Vitara Brezza,4,11000,Diesel,First,24.0,1248.0,88.5,940000.0
4793,BMW,BMW 3 Series,4,21936,Diesel,First,21.7,1995.0,190.0,3792000.0
4794,Volkswagen,Volkswagen Vento Petrol,9,41000,Petrol,First,14.0,1598.0,103.6,525000.0
4795,Hyundai,Hyundai i20 1.2,11,47000,Petrol,First,17.0,1197.0,80.0,450000.0
4796,BMW,BMW X5 3.0d,13,110000,Diesel,First,11.0,2993.0,235.0,1800000.0
4797,Hyundai,Hyundai Xcent 1.2,7,45960,Petrol,First,19.0,1197.0,82.0,556000.0
4798,Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,9,48000,Diesel,First,14.2,2143.0,203.0,2200000.0
4799,Land,Land Rover Freelander,11,68000,Diesel,First,12.3,2179.0,147.51,2200000.0
4800,Hyundai,Hyundai i10 Magna,11,41000,Petrol,First,20.3,1197.0,78.9,265000.0
4801,Hyundai,Hyundai Verna 1.6,9,69573,Diesel,Second,22.3,1582.0,126.32,585000.0
4802,Volkswagen,Volkswagen Jetta 2012-2014,10,115000,Diesel,First,19.3,1968.0,138.1,695000.0
4803,Mahindra,Mahindra XUV500 W8,10,47629,Diesel,First,15.0,2179.0,140.0,650000.0
4804,Maruti,Maruti Omni 8,18,66624,Petrol,Third,19.0,796.0,35.0,85000.0
4805,Skoda,Skoda Superb Style,9,80000,Petrol,Second,14.6,1798.0,177.46,725000.0
4806,Maruti,Maruti Swift VDI,10,94868,Diesel,First,22.0,1248.0,74.0,450000.0
4807,Mahindra,Mahindra Scorpio 2.6,12,76477,Diesel,First,10.0,2179.0,120.0,425000.0
4808,Mercedes-Benz,Mercedes-Benz GLA Class,6,28000,Petrol,First,13.0,1991.0,183.0,2600000.0
4809,Mahindra,Mahindra Thar CRDe,5,28599,Diesel,First,16.5,2498.0,105.0,966000.0
4810,Renault,Renault Duster 110PS,9,45348,Diesel,Second,19.0,1461.0,108.45,685000.0
4811,Audi,Audi Q5 2008-2012,9,80127,Diesel,First,12.0,1968.0,167.6,2368000.0
4812,Land,Land Rover Freelander,9,68000,Diesel,Second,12.3,2179.0,147.51,1575000.0
4813,Volkswagen,Volkswagen Vento Diesel,10,75000,Diesel,Third,20.5,1598.0,103.6,350000.0
4814,BMW,BMW 5 Series,16,48000,Petrol,Second,11.6,2979.0,306.0,699000.0
4815,Hyundai,Hyundai Elantra CRDi,3,41871,Diesel,First,22.0,1582.0,126.2,1557000.0
4816,Tata,Tata Sumo EX,7,84931,Diesel,First,15.0,2956.0,83.8,529000.0
4817,Datsun,Datsun redi-GO T,6,15000,Petrol,First,22.0,799.0,53.64,225000.0
4818,BMW,BMW X5 xDrive,13,110000,Diesel,First,11.0,2993.0,245.0,2000000.0
4819,BMW,BMW 6 Series,11,5900,Petrol,First,7.9,4395.0,450.0,4750000.0
4820,Maruti,Maruti Alto Vxi,20,103653,Petrol,Second,18.0,1061.0,47.0,122000.0
4821,Volkswagen,Volkswagen Polo Petrol,10,64806,Petrol,First,16.4,1198.0,73.9,365000.0
4822,Datsun,Datsun GO Plus,6,35000,Petrol,First,20.6,1198.0,67.0,310000.0
4823,Hyundai,Hyundai Creta 1.6,6,40000,Petrol,First,15.2,1591.0,121.3,1150000.0
4824,Maruti,Maruti Alto K10,7,23876,Petrol,First,24.0,998.0,67.1,346000.0
4825,Hyundai,Hyundai Santa Fe,9,67901,Diesel,First,14.6,2199.0,194.3,838000.0000000001
4826,Volkswagen,Volkswagen Polo GT,8,68865,Diesel,First,15.1,1598.0,103.6,480000.0
4827,Honda,Honda Amaze S,8,71000,Diesel,Second,25.0,1498.0,98.6,450000.0
4828,Maruti,Maruti Esteem Vxi,18,95000,Petrol,First,15.0,1298.0,113.2722029281571,80000.0
4829,Maruti,Maruti Swift VDI,8,25000,Diesel,First,22.0,1248.0,74.0,395000.0
4830,Skoda,Skoda Rapid 1.6,10,180000,Diesel,First,20.0,1598.0,103.5,365000.0
4831,Mercedes-Benz,Mercedes-Benz E-Class 280,17,131000,Diesel,First,11.0,2987.0,198.5,1000000.0
4832,Mahindra,Mahindra Scorpio SLE,11,65000,Diesel,Second,12.0,2179.0,120.0,400000.0
4833,Nissan,Nissan Sunny 2011-2014,10,117777,Diesel,First,21.6,1461.0,84.8,475000.0
4834,Maruti,Maruti Swift Dzire,13,65000,Petrol,Second,17.0,1298.0,85.8,310000.0
4835,Hyundai,Hyundai EON Sportz,5,46897,Petrol,First,21.0,814.0,55.2,361000.0
4836,Honda,Honda Brio S,7,36695,Petrol,First,19.0,1198.0,86.8,429000.0
4837,Nissan,Nissan Micra XV,11,43000,Petrol,First,18.0,1198.0,75.0,213000.0
4838,Maruti,Maruti Alto LXi,14,54000,Petrol,First,19.0,796.0,46.3,110000.00000000001
4839,BMW,BMW 3 Series,11,89000,Diesel,First,22.6,1995.0,190.0,1395000.0
4840,Volkswagen,Volkswagen Polo 1.2,8,7000,Petrol,First,16.4,1198.0,74.0,535000.0
4841,Maruti,Maruti Celerio LXI,8,58470,Petrol,First,23.0,998.0,67.04,390000.0
4842,Maruti,Maruti Wagon R,8,37000,Petrol,First,21.0,1197.0,81.8,280000.0
4843,Maruti,Maruti Ciaz ZDi,6,29000,Diesel,First,26.2,1248.0,88.5,875000.0
4844,Audi,Audi A4 2.0,9,52000,Diesel,First,16.5,1968.0,147.51,1950000.0
4845,Honda,Honda Brio S,9,32807,Petrol,First,19.0,1198.0,86.8,275000.0
4846,Mahindra,Mahindra Scorpio VLX,9,86000,Diesel,First,11.7,2179.0,120.0,800000.0
4847,Honda,Honda City i,8,66500,Diesel,First,26.0,1498.0,98.6,570000.0
4848,BMW,BMW X1 sDrive20d,10,94000,Diesel,First,17.0,1995.0,184.0,1250000.0
4849,Chevrolet,Chevrolet Spark 1.0,11,29000,Petrol,Second,18.0,995.0,62.0,175000.0
4850,Ford,Ford Figo Diesel,12,107389,Diesel,Second,20.0,1399.0,68.0,190000.0
4851,Maruti,Maruti Swift VXI,7,36100,Petrol,First,20.0,1197.0,81.8,450000.0
4852,Mercedes-Benz,Mercedes-Benz New C-Class,7,16329,Diesel,First,19.2,2143.0,170.0,3030000.0
4853,Skoda,Skoda Octavia Elegance,8,36000,Diesel,First,19.0,1968.0,141.0,1600000.0
4854,BMW,BMW X3 xDrive20d,5,41816,Diesel,First,18.5,1995.0,190.0,3278000.0
4855,Hyundai,Hyundai EON Era,7,54680,Petrol,First,21.0,814.0,55.2,250000.0
4856,Audi,Audi A4 35,5,14000,Diesel,First,18.2,1968.0,187.74,4300000.0
4857,Ford,Ford Figo 2015-2019,5,23977,Petrol,First,18.1,1196.0,86.8,538000.0
4858,Maruti,Maruti Alto K10,9,30131,Petrol,First,20.9,998.0,67.1,265000.0
4859,Maruti,Maruti Alto 800,5,2530,Petrol,First,24.0,796.0,47.3,330000.0
4860,Mercedes-Benz,Mercedes-Benz New C-Class,7,39000,Diesel,First,19.2,2143.0,167.62,3400000.0
4861,Hyundai,Hyundai Santro D,21,140000,Petrol,Third,20.0,1086.0,68.0,70000.0
4862,Hyundai,Hyundai Xcent 1.1,5,32257,Diesel,First,24.0,1120.0,71.0,683000.0
4863,Honda,Honda Amaze S,6,46983,Diesel,First,25.0,1498.0,98.6,577000.0
4864,Maruti,Maruti Swift Vdi,14,107000,Diesel,Second,17.0,1248.0,75.0,310000.0
4865,Volkswagen,Volkswagen Polo 1.2,5,19000,Petrol,First,16.0,1199.0,74.0,495000.0
4866,Audi,Audi A4 2.0,9,88000,Diesel,First,17.1,1968.0,174.33,1625000.0
4867,Land,Land Rover Range,10,84384,Diesel,First,10.0,4367.0,308.0,5254000.0
4868,Mahindra,Mahindra XUV500 W8,11,128000,Diesel,Third,16.0,2179.0,140.0,640000.0
4869,Ford,Ford Endeavour 2.5L,11,71000,Diesel,Third,13.0,2499.0,141.0,695000.0
4870,Tata,Tata Indica V2,14,50000,Diesel,First,17.0,1396.0,53.5,85000.0
4871,Maruti,Maruti Baleno Alpha,6,16000,Petrol,First,21.0,1197.0,83.1,695000.0
4872,Hyundai,Hyundai Xcent 1.1,5,82000,Diesel,First,24.0,1120.0,71.0,345000.0
4873,Honda,Honda Civic 2006-2010,14,80000,Petrol,First,13.0,1799.0,130.0,275000.0
4874,Hyundai,Hyundai i20 Sportz,7,36000,Petrol,Second,18.0,1197.0,81.83,495000.0
4875,Tata,Tata Nexon 1.2,4,17477,Petrol,First,17.0,1198.0,108.5,961999.9999999999
4876,Hyundai,Hyundai i20 Sportz,6,16725,Petrol,First,18.0,1197.0,81.83,679000.0
4877,Maruti,Maruti Swift Dzire,8,48241,Petrol,First,19.0,1197.0,85.8,450000.0
4878,Maruti,Maruti Wagon R,8,52431,Petrol,First,22.0,998.0,67.04,301000.0
4879,Hyundai,Hyundai i20 Sportz,10,68000,Diesel,First,21.0,1396.0,88.76,440000.00000000006
4880,Toyota,Toyota Fortuner 4x2,10,158000,Diesel,First,12.5,2982.0,168.5,1748999.9999999998
4881,Hyundai,Hyundai i10 Sportz,8,31446,Petrol,First,20.3,1197.0,78.9,466000.0
4882,Hyundai,Hyundai Grand i10,7,25000,Petrol,First,18.0,1197.0,82.0,550000.0
4883,Hyundai,Hyundai i20 Asta,6,57000,Petrol,First,18.0,1197.0,81.83,600000.0
4884,Hyundai,Hyundai Santro Xing,15,76000,Petrol,First,17.0,1086.0,113.2722029281571,240000.0
4885,Maruti,Maruti Vitara Brezza,4,57078,Diesel,First,24.0,1248.0,88.5,1019000.0
4886,Honda,Honda Amaze S,6,47471,Diesel,First,25.0,1498.0,98.6,525000.0
4887,Mercedes-Benz,Mercedes-Benz M-Class ML,8,50000,Diesel,First,15.2,2143.0,203.2,4500000.0
4888,Hyundai,Hyundai i20 Sportz,12,62000,Diesel,First,23.0,1396.0,90.0,270000.0
4889,Hyundai,Hyundai i10 Era,9,65807,Petrol,First,19.8,1086.0,68.05,339000.0
4890,Maruti,Maruti Swift Dzire,8,81768,Diesel,First,26.5,1248.0,74.0,569000.0
4891,BMW,BMW Z4 2009-2013,4,9952,Petrol,First,10.3,2979.0,306.0,5854000.0
4892,Maruti,Maruti Baleno Alpha,5,24000,Diesel,First,27.3,1248.0,74.0,840000.0
4893,Chevrolet,Chevrolet Beat Diesel,10,72921,Diesel,First,25.4,936.0,57.6,250000.0
4894,Honda,Honda Brio V,10,59000,Petrol,First,19.0,1198.0,86.8,325000.0
4895,Ford,Ford Figo Diesel,8,33000,Diesel,Second,20.0,1399.0,68.05,325000.0
4896,Maruti,Maruti Celerio VXI,6,36789,Petrol,First,23.0,998.0,67.04,425000.0
4897,Mercedes-Benz,Mercedes-Benz New C-Class,8,41000,Diesel,First,14.8,2143.0,170.0,1850000.0
4898,Hyundai,Hyundai Santro Xing,15,71000,Petrol,First,17.0,1086.0,113.2722029281571,240000.0
4899,Honda,Honda Brio S,7,46650,Petrol,First,19.0,1198.0,86.8,425000.0
4900,Maruti,Maruti Baleno Alpha,4,3000,Petrol,First,21.0,1197.0,83.1,885000.0
4901,Hyundai,Hyundai EON Sportz,8,14799,Petrol,First,21.0,814.0,55.2,413999.99999999994
4902,Hyundai,Hyundai i20 1.4,7,68525,Diesel,First,23.0,1396.0,90.0,700000.0
4903,Ford,Ford Endeavour 3.2,4,15000,Diesel,First,10.9,3198.0,197.0,3300000.0
4904,Honda,Honda City i-VTEC,5,29000,Petrol,First,17.0,1497.0,117.3,1000000.0
4905,Maruti,Maruti SX4 ZDI,10,77407,Diesel,Second,21.0,1248.0,88.8,353000.0
4906,Chevrolet,Chevrolet Optra Magnum,15,118000,Petrol,First,12.0,1598.0,102.5,135000.0
4907,Volkswagen,Volkswagen Vento Diesel,9,75000,Diesel,First,20.5,1598.0,103.6,450000.0
