,Manufacturer,Model,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Mileage,Engine,Power,Price
5731,Honda,Honda City i,2014,57004,Petrol,First,17.4,1497.0,117.3,535000.0
5732,Ford,Ford Figo Petrol,2012,75464,Petrol,First,15.6,1196.0,70.0,362000.0
5733,Toyota,Toyota Innova 2.5,2006,142000,Diesel,First,12.8,2494.0,102.0,625000.0
5734,Mahindra,Mahindra Verito 1.5,2012,118683,Diesel,Second,21.0,1461.0,64.1,319000.0
5735,Mahindra,Mahindra KUV 100,2018,42000,Petrol,First,18.15,1198.0,82.0,550000.0
5736,Hyundai,Hyundai i20 Sportz,2019,12800,Petrol,First,18.6,1197.0,81.83,767000.0
5737,Tata,Tata New Safari,2011,80000,Petrol,First,12.0,2092.0,127.0,550000.0
5738,Maruti,Maruti Swift Dzire,2014,76126,Diesel,First,19.3,1248.0,73.9,660000.0
5739,BMW,BMW X5 xDrive,2017,21000,Diesel,Second,15.97,2993.0,258.0,5500000.0
5740,Audi,Audi A6 2011-2015,2013,85000,Diesel,First,17.68,1968.0,174.33,2100000.0
5741,Maruti,Maruti Baleno Delta,2017,27000,Petrol,First,21.4,1197.0,83.1,450000.0
5742,Hyundai,Hyundai Santa Fe,2016,45794,Diesel,First,13.01,2199.0,194.3,2067000.0000000002
5743,Chevrolet,Chevrolet Cruze LTZ,2013,57352,Diesel,First,14.39,1998.0,163.7,650000.0
5744,Mercedes-Benz,Mercedes-Benz E-Class 2015-2017,2018,41467,Diesel,First,15.0,2143.0,204.0,3797999.9999999995
5745,Hyundai,Hyundai Santro Xing,2009,42000,Petrol,First,17.92,1086.0,62.1,145000.0
5746,Maruti,Maruti Wagon R,2014,62549,CNG,First,26.6,998.0,58.16,295000.0
5747,Maruti,Maruti Ciaz VDi,2015,67048,Diesel,First,28.09,1248.0,88.5,790000.0
5748,Honda,Honda City i-VTEC,2018,11732,Petrol,First,17.4,1497.0,117.3,1007000.0
5749,Nissan,Nissan Terrano XL,2016,37000,Diesel,First,20.45,1461.0,83.8,650000.0
5750,BMW,BMW 3 Series,2015,30000,Diesel,First,18.88,1995.0,184.0,2200000.0
5751,Honda,Honda City i,2016,53000,Diesel,First,26.0,1498.0,98.6,975000.0
5752,Nissan,Nissan Terrano XL,2014,60000,Diesel,First,20.45,1461.0,83.8,600000.0
5753,Hyundai,Hyundai Grand i10,2014,65000,Diesel,First,24.0,1120.0,70.0,399000.0
5754,Hyundai,Hyundai Santro Xing,2008,51000,Petrol,First,17.0,1086.0,113.25304969366827,175000.0
5755,Toyota,Toyota Fortuner 4x2,2015,92000,Diesel,First,12.55,2982.0,168.5,1975000.0
5756,Toyota,Toyota Innova Crysta,2017,31000,Diesel,First,13.68,2393.0,147.8,1695000.0
5757,Maruti,Maruti Baleno Zeta,2017,43917,Petrol,First,21.4,1197.0,83.1,680000.0
5758,Hyundai,Hyundai Santro Xing,2007,46707,Petrol,First,17.0,1086.0,113.25304969366827,99000.0
5759,Hyundai,Hyundai i10 Sportz,2013,84000,Petrol,First,19.81,1086.0,68.05,295000.0
5760,Audi,Audi Q7 3.0,2015,55662,Diesel,First,12.07,2967.0,241.4,4283000.0
5761,Volvo,Volvo S60 D4,2014,51000,Diesel,First,27.03,1969.0,190.0,2150000.0
5762,Honda,Honda City i,2015,24398,Petrol,First,17.8,1497.0,117.3,790000.0
5763,Maruti,Maruti Alto K10,2011,78000,Petrol,Second,20.92,998.0,67.1,229999.99999999997
5764,Honda,Honda Brio 1.2,2012,40315,Petrol,First,18.5,1198.0,86.8,275000.0
5765,Mahindra,Mahindra Scorpio VLX,2011,83000,Diesel,First,12.05,2179.0,120.0,671000.0
5766,Renault,Renault Duster 110PS,2017,58151,Diesel,First,19.6,1461.0,108.45,960000.0
5767,Hyundai,Hyundai Creta 1.6,2017,30519,Diesel,First,19.67,1582.0,126.2,1281000.0
5768,Tata,Tata Tiago 1.2,2019,20712,Petrol,First,23.84,1199.0,84.0,694000.0
5769,Mahindra,Mahindra XUV500 W6,2015,48000,Diesel,First,16.0,2179.0,140.0,944999.9999999999
5770,Volkswagen,Volkswagen Vento 1.5,2015,85000,Diesel,First,20.34,1498.0,103.2,600000.0
5771,Mercedes-Benz,Mercedes-Benz B Class,2013,32000,Petrol,First,14.8,1595.0,120.7,1100000.0
5772,Maruti,Maruti SX4 Vxi,2011,52000,Petrol,First,15.5,1586.0,103.3,260000.0
5773,Hyundai,Hyundai Getz GLE,2007,58307,Petrol,First,15.3,1341.0,83.0,195000.0
5774,BMW,BMW 6 Series,2013,30000,Diesel,First,17.54,2993.0,313.0,4500000.0
5775,Audi,Audi A4 2.0,2014,40000,Diesel,First,17.11,1968.0,174.33,2200000.0
5776,Hyundai,Hyundai i20 Asta,2015,36000,Petrol,First,18.6,1197.0,81.83,490000.00000000006
5777,Nissan,Nissan Terrano XL,2015,58817,Diesel,First,19.87,1461.0,83.14,625000.0
5778,Volkswagen,Volkswagen Vento Konekt,2013,55000,Diesel,Second,20.54,1598.0,103.6,610000.0
5779,Hyundai,Hyundai i10 Sportz,2011,39000,Petrol,First,20.36,1197.0,78.9,260000.0
5780,Jaguar,Jaguar XF 3.0,2012,35000,Diesel,First,14.74,2993.0,270.9,2900000.0
5781,Maruti,Maruti Swift Dzire,2010,49900,Petrol,Second,17.5,1298.0,85.8,330000.0
5782,Tata,Tata Indica Vista,2013,99500,Diesel,Second,22.3,1248.0,74.0,305000.0
5783,Hyundai,Hyundai i20 Asta,2012,33249,Diesel,First,21.27,1396.0,88.76,325000.0
5784,Hyundai,Hyundai Xcent 1.2,2014,52000,Petrol,First,19.1,1197.0,81.86,375000.0
5785,Toyota,Toyota Innova 2.5,2015,45000,Diesel,First,12.99,2494.0,100.6,1325000.0
5786,Tata,Tata Tiago 1.2,2017,22000,Petrol,First,23.84,1199.0,84.0,480000.0
5787,Renault,Renault KWID RXL,2019,7858,Petrol,First,25.17,799.0,53.3,380000.0
5788,Toyota,Toyota Innova 2.5,2011,112000,Diesel,First,12.8,2494.0,102.0,850000.0
5789,Mercedes-Benz,Mercedes-Benz E-Class 2015-2017,2016,41082,Diesel,First,13.0,2143.0,204.0,3876000.0
5790,Honda,Honda City 1.5,2009,72000,Petrol,First,16.8,1497.0,116.4,320000.0
5791,Hyundai,Hyundai i10 Sportz,2011,84912,Petrol,First,20.36,1197.0,78.9,350000.0
5792,Hyundai,Hyundai Creta 1.6,2015,70000,Diesel,First,19.67,1582.0,126.2,1225000.0
5793,Honda,Honda Amaze VX,2014,21000,Petrol,First,19.5,1199.0,86.76,475000.0
5794,Volkswagen,Volkswagen Polo 1.2,2016,27000,Petrol,First,18.78,999.0,74.0,450000.0
5795,Hyundai,Hyundai i10 Magna,2012,29000,Petrol,First,20.36,1197.0,78.9,235000.0
5796,Renault,Renault Pulse RxL,2014,48425,Diesel,First,23.08,1461.0,63.12,340000.0
5797,Volkswagen,Volkswagen Vento 1.5,2016,19000,Diesel,First,21.5,1498.0,108.5,1000000.0
5798,Toyota,Toyota Innova 2.5,2012,210000,Diesel,First,12.99,2494.0,100.0,900000.0
5799,Toyota,Toyota Corolla Altis,2013,64000,Petrol,Second,14.53,1798.0,138.1,520000.0
5800,Hyundai,Hyundai Verna CRDi,2006,200000,Diesel,Second,16.8,1493.0,110.0,185000.0
5801,Mercedes-Benz,Mercedes-Benz GL-Class 350,2013,100000,Diesel,Second,11.3,2987.0,254.8,3800000.0
5802,Renault,Renault Duster 85PS,2013,69140,Diesel,First,20.46,1461.0,83.8,511000.00000000006
5803,Skoda,Skoda Rapid 1.6,2019,21214,Petrol,First,15.41,1598.0,103.52,966000.0
5804,Hyundai,Hyundai i10 Sportz,2015,28000,Petrol,First,20.36,1197.0,78.9,340000.0
5805,Mahindra,Mahindra KUV 100,2017,29085,Petrol,First,18.15,1198.0,82.0,584000.0
5806,Maruti,Maruti Celerio VXI,2016,30000,Petrol,First,23.1,998.0,67.04,380000.0
5807,Maruti,Maruti A-Star AT,2012,32910,Petrol,First,16.98,998.0,66.1,250000.0
5808,Honda,Honda City i,2015,30000,Diesel,First,25.1,1498.0,98.6,695000.0
5809,Skoda,Skoda Superb 1.8,2010,35102,Petrol,First,12.6,1798.0,161.6,550000.0
5810,Hyundai,Hyundai Grand i10,2017,22831,Petrol,First,18.9,1197.0,82.0,619000.0
5811,Renault,Renault Duster 85PS,2013,74911,Diesel,First,20.45,1461.0,83.8,600000.0
5812,Hyundai,Hyundai Grand i10,2015,21000,Petrol,First,18.9,1197.0,82.0,375000.0
5813,Ford,Ford EcoSport 1.5,2018,37160,Diesel,First,22.77,1498.0,98.59,946000.0000000001
5814,Nissan,Nissan Sunny 2011-2014,2011,41000,Petrol,Second,16.95,1498.0,97.7,300000.0
5815,Ford,Ford Figo Aspire,2016,37294,Diesel,First,25.83,1498.0,99.0,575000.0
5816,Honda,Honda Civic 2006-2010,2009,56927,Petrol,First,13.5,1799.0,130.0,441000.0
5817,Renault,Renault KWID RXT,2017,21954,Petrol,First,25.17,799.0,53.3,370000.0
5818,Honda,Honda Brio EX,2014,50000,Petrol,Second,19.4,1198.0,86.8,250000.0
5819,Maruti,Maruti Swift ZXI,2012,78212,Petrol,First,16.1,1298.0,88.2,535000.0
5820,Hyundai,Hyundai i20 Magna,2013,64500,Diesel,First,21.9,1396.0,88.8,365000.0
5821,Skoda,Skoda Superb Elegance,2014,51000,Diesel,First,17.2,1968.0,138.03,1300000.0
5822,Maruti,Maruti Wagon R,2012,52000,Petrol,First,18.9,998.0,67.1,245000.00000000003
5823,Volkswagen,Volkswagen Vento 1.5,2015,120000,Diesel,First,21.21,1498.0,103.2,575000.0
5824,Honda,Honda City i,2017,65792,Diesel,First,26.0,1498.0,98.6,811000.0
5825,Hyundai,Hyundai i20 1.4,2018,30000,Diesel,First,22.54,1396.0,88.73,775000.0
5826,Nissan,Nissan Micra XV,2017,54387,Petrol,First,19.15,1198.0,75.94,585000.0
5827,Renault,Renault KWID RXT,2018,1617,Petrol,First,25.17,799.0,53.3,429000.0
5828,Honda,Honda City i-DTEC,2015,82000,Diesel,First,25.6,1498.0,98.6,800000.0
5829,Toyota,Toyota Innova Crysta,2017,20000,Diesel,First,13.68,2393.0,147.8,1650000.0
5830,Maruti,Maruti Baleno Alpha,2015,98000,Diesel,First,27.39,1248.0,74.0,550000.0
5831,Ford,Ford EcoSport 1.5,2015,57000,Diesel,First,22.77,1498.0,98.59,635000.0
5832,Toyota,Toyota Innova 2.5,2013,250000,Diesel,Second,12.99,2494.0,100.6,790000.0
5833,Ford,Ford Ecosport 1.5,2014,56549,Diesel,First,22.7,1498.0,89.84,720000.0
5834,Volkswagen,Volkswagen Polo Diesel,2012,78500,Diesel,First,22.07,1199.0,73.9,365000.0
5835,Hyundai,Hyundai i20 Sportz,2016,55036,Diesel,First,22.54,1396.0,88.73,635000.0
5836,Renault,Renault Duster 85PS,2016,55000,Diesel,First,19.87,1461.0,83.8,780000.0
5837,Ford,Ford Ikon 1.3,2007,90000,Petrol,Second,13.8,1299.0,70.0,140000.0
5838,Ford,Ford Endeavour XLT,2007,155000,Diesel,First,13.1,2499.0,141.0,550000.0
5839,Maruti,Maruti Baleno Delta,2018,17810,Diesel,First,27.39,1248.0,74.0,850000.0
5840,Mercedes-Benz,Mercedes-Benz New C-Class,2011,42408,Diesel,First,14.84,2143.0,170.0,1048000.0
5841,Maruti,Maruti Esteem Vxi,2005,81000,Petrol,Second,15.9,1298.0,85.0,75000.0
5842,Tata,Tata Indigo XL,2008,52000,Petrol,Second,12.85,1396.0,99.6,130000.0
5843,BMW,BMW 5 Series,2013,35000,Diesel,First,16.73,2993.0,218.0,2100000.0
5844,Hyundai,Hyundai Santro Xing,2013,60000,Petrol,First,17.92,1086.0,62.1,229999.99999999997
5845,Skoda,Skoda Octavia 2.0,2015,27000,Diesel,First,19.5,1968.0,141.0,1495000.0
5846,Audi,Audi A6 2011-2015,2017,55975,Diesel,Second,17.68,1968.0,174.33,3592000.0
5847,Ford,Ford Figo 1.5D,2016,115000,Diesel,First,25.83,1498.0,99.0,450000.0
5848,Mahindra,Mahindra Xylo D4,2016,132000,Diesel,First,14.95,2489.0,93.7,550000.0
5849,Maruti,Maruti Celerio ZXI,2015,40337,Petrol,First,23.1,998.0,67.04,445000.0
5850,Toyota,Toyota Innova 2.5,2008,192000,Diesel,First,12.8,2494.0,102.0,685000.0
5851,Hyundai,Hyundai Grand i10,2016,50000,Diesel,First,24.0,1120.0,70.0,550000.0
5852,Hyundai,Hyundai Grand i10,2016,28147,Petrol,First,18.9,1197.0,81.86,507000.0
5853,Hyundai,Hyundai Grand i10,2015,20000,Petrol,First,18.9,1197.0,82.0,385000.0
5854,Hyundai,Hyundai Elite i20,2016,11000,Petrol,First,18.6,1197.0,81.86,795000.0
5855,Maruti,Maruti Zen Estilo,2009,63000,Petrol,Second,18.2,998.0,67.1,125000.0
5856,Maruti,Maruti Alto K10,2014,36967,Petrol,First,20.92,998.0,67.1,364000.0
5857,Toyota,Toyota Fortuner 4x2,2016,73053,Diesel,First,13.0,2982.0,168.5,2000000.0
5858,Mahindra,Mahindra Thar CRDe,2019,16392,Diesel,First,16.55,2498.0,105.0,1036000.0
5859,Hyundai,Hyundai Santro Xing,2007,79000,Petrol,First,17.0,1086.0,113.25304969366827,185000.0
5860,Toyota,Toyota Etios G,2013,67000,Petrol,Second,16.78,1496.0,88.73,405000.0
5861,Mercedes-Benz,Mercedes-Benz GL-Class 2007,2015,48600,Diesel,First,12.0,2987.0,224.0,4850000.0
5862,Renault,Renault Duster 110PS,2014,70000,Diesel,First,19.6,1461.0,108.45,825000.0
5863,Maruti,Maruti Swift VDI,2014,84000,Diesel,First,22.9,1248.0,74.0,525000.0
5864,Volkswagen,Volkswagen Vento Magnific,2013,49106,Petrol,First,15.04,1598.0,103.2,440000.00000000006
5865,Skoda,Skoda Superb L&K,2017,35000,Diesel,First,18.19,1968.0,174.5,2575000.0
5866,BMW,BMW 3 Series,2014,51240,Diesel,First,8.2,2993.0,245.0,2952000.0
5867,Maruti,Maruti Wagon R,2011,37000,Petrol,Second,18.9,998.0,67.1,210000.0
5868,Renault,Renault KWID RXT,2017,32587,Petrol,First,25.17,799.0,53.3,371000.0
5869,Ford,Ford Endeavour 4x2,2009,180000,Diesel,First,10.9,2499.0,143.0,750000.0
5870,Maruti,Maruti Vitara Brezza,2017,21248,Diesel,First,24.3,1248.0,88.5,944000.0
5871,Hyundai,Hyundai Santro Xing,2006,47200,Petrol,Second,17.0,1086.0,113.25304969366827,120000.0
5872,Mercedes-Benz,Mercedes-Benz E-Class 200,2014,40000,Petrol,First,10.5,1796.0,157.7,2400000.0
5873,Mercedes-Benz,Mercedes-Benz C-Class Progressive,2019,4000,Diesel,First,0.0,1950.0,194.0,3500000.0
5874,Maruti,Maruti Ertiga VXI,2017,23700,CNG,First,17.5,1373.0,80.46,825000.0
5875,Audi,Audi A4 2.0,2011,57000,Diesel,Second,16.55,1968.0,147.51,975000.0
5876,Hyundai,Hyundai Grand i10,2014,37000,Petrol,First,18.9,1197.0,82.0,345000.0
5877,Mitsubishi,Mitsubishi Pajero Sport,2014,70000,Diesel,Second,13.5,2477.0,175.56,1185000.0
5878,Mercedes-Benz,Mercedes-Benz New C-Class,2012,92469,Diesel,Second,19.71,2143.0,201.15,1614000.0
5879,Maruti,Maruti Wagon R,2015,55000,CNG,First,26.6,998.0,58.16,370000.0
5880,Maruti,Maruti Alto K10,2017,20000,Petrol,First,24.07,998.0,67.1,400000.0
5881,Hyundai,Hyundai i20 Sportz,2015,42000,Petrol,Second,18.6,1197.0,81.83,580000.0
5882,Maruti,Maruti Swift Dzire,2014,28000,Diesel,First,23.4,1248.0,74.0,465000.00000000006
5883,Mercedes-Benz,Mercedes-Benz R-Class R350,2010,93000,Petrol,Second,11.8,3498.0,272.0,1500000.0
5884,Ford,Ford EcoSport 1.5,2015,23000,Petrol,First,15.63,1499.0,110.4,680000.0
5885,Honda,Honda City i,2016,36000,Diesel,First,25.1,1498.0,98.6,1025000.0
5886,Maruti,Maruti Alto K10,2014,52000,Petrol,First,20.92,998.0,67.1,270000.0
5887,Maruti,Maruti Ertiga ZDI,2015,59245,Diesel,First,20.77,1248.0,88.8,850000.0
5888,Hyundai,Hyundai i20 Diesel,2018,31000,Diesel,First,22.54,1396.0,88.73,775000.0
5889,Tata,Tata Indigo CS,2015,83000,Petrol,First,15.64,1193.0,64.08,270000.0
5890,Maruti,Maruti Alto Std,2004,81500,Petrol,Second,19.7,796.0,46.3,130000.0
5891,Maruti,Maruti Estilo LXI,2008,51000,Petrol,Second,19.5,1061.0,113.25304969366827,175000.0
5892,Hyundai,Hyundai Creta 1.6,2018,9900,Petrol,First,15.8,1591.0,121.3,1320000.0
5893,Maruti,Maruti Wagon R,2004,94000,Petrol,Second,18.9,998.0,67.1,100000.0
5894,Toyota,Toyota Etios V,2017,27100,Petrol,First,16.78,1496.0,88.73,637000.0
5895,Toyota,Toyota Etios V,2015,12000,Petrol,First,16.78,1496.0,88.73,450000.0
5896,Renault,Renault Duster 110PS,2013,29000,Diesel,First,19.01,1461.0,108.45,650000.0
5897,Maruti,Maruti Swift Dzire,2013,65000,Diesel,Second,19.3,1248.0,73.9,499000.0
5898,Mercedes-Benz,Mercedes-Benz GLC 220,2017,50794,Diesel,First,17.9,2143.0,170.0,4330000.0
5899,Ford,Ford Ecosport 1.5,2014,59000,Diesel,First,22.7,1498.0,89.84,650000.0
5900,Maruti,Maruti Wagon R,2012,72000,CNG,First,26.2,998.0,58.2,225000.0
5901,Maruti,Maruti Ciaz 1.4,2017,15234,Petrol,First,19.12,1373.0,91.1,994999.9999999999
5902,Ford,Ford Ecosport 1.5,2015,44000,Diesel,First,22.7,1498.0,89.84,735000.0
5903,Tata,Tata Zest Quadrajet,2016,125000,Diesel,First,22.95,1248.0,74.0,459999.99999999994
5904,Ford,Ford Endeavour 3.0L,2011,100000,Diesel,First,11.4,2953.0,153.86,850000.0
5905,Renault,Renault Duster 110PS,2017,34686,Diesel,First,19.6,1461.0,108.45,1186000.0
5906,Nissan,Nissan X-Trail SLX,2011,98000,Diesel,First,14.42,1995.0,147.6,800000.0
5907,Toyota,Toyota Fortuner 4x4,2015,90000,Diesel,First,12.55,2982.0,168.5,2150000.0
5908,Chevrolet,Chevrolet Aveo U-VA,2007,81000,Petrol,First,15.26,1150.0,74.9,130000.0
5909,Skoda,Skoda Rapid 1.6,2012,55000,Diesel,First,20.5,1598.0,103.5,590000.0
5910,Mahindra,Mahindra XUV500 W8,2013,52910,Diesel,Second,15.1,2179.0,140.0,950000.0
5911,Maruti,Maruti Swift Dzire,2010,100000,Diesel,First,19.3,1248.0,73.9,450000.0
5912,Skoda,Skoda Octavia Elegance,2003,132000,Diesel,First,18.7,1896.0,66.0,225000.0
5913,Chevrolet,Chevrolet Enjoy Petrol,2014,18000,Petrol,First,13.7,1399.0,98.82,335000.0
5914,Hyundai,Hyundai Accent GLE,2005,50000,Petrol,First,13.2,1495.0,94.0,70000.0
5915,Mercedes-Benz,Mercedes-Benz New C-Class,2012,33000,Petrol,First,14.74,1991.0,184.0,1600000.0
5916,Renault,Renault Duster 85PS,2014,30000,Diesel,First,20.45,1461.0,83.8,800000.0
5917,Hyundai,Hyundai Verna 1.6,2012,58646,Diesel,First,22.32,1582.0,126.32,474000.0
5918,Mercedes-Benz,Mercedes-Benz E-Class 2015-2017,2016,21000,Diesel,First,13.0,2143.0,204.0,3600000.0
5919,Volkswagen,Volkswagen Vento Petrol,2015,57026,Petrol,First,15.04,1598.0,103.6,554000.0
5920,Skoda,Skoda Superb Style,2017,42000,Diesel,First,18.19,1968.0,174.5,2299000.0
5921,Mahindra,Mahindra Scorpio 1.99,2017,26741,Diesel,First,15.4,1997.0,120.0,1008000.0
5922,Skoda,Skoda Laura Classic,2010,85000,Petrol,First,17.5,1798.0,113.25304969366827,285000.0
5923,Maruti,Maruti 800 DX,2000,78000,Petrol,First,16.1,796.0,37.0,55000.00000000001
5924,Audi,Audi Q5 3.0,2018,29091,Diesel,First,13.22,2967.0,241.4,4552000.0
5925,Mahindra,Mahindra NuvoSport N6,2018,37323,Diesel,Second,17.45,1493.0,100.0,729000.0
5926,Volkswagen,Volkswagen Vento Diesel,2011,55595,Diesel,Second,20.54,1598.0,103.6,430000.0
5927,Maruti,Maruti Swift Dzire,2015,49900,Petrol,First,20.85,1197.0,83.14,480000.0
5928,Maruti,Maruti Ertiga VXI,2012,52500,Petrol,Second,16.02,1373.0,93.7,525000.0
5929,Maruti,Maruti Alto 800,2016,5700,Petrol,First,24.7,796.0,47.3,280000.0
5930,Hyundai,Hyundai i20 Magna,2014,53340,Diesel,First,21.9,1396.0,88.76,434999.99999999994
5931,Ford,Ford Ecosport 1.5,2014,57000,Diesel,First,22.7,1498.0,89.84,549000.0
5932,Maruti,Maruti Alto K10,2015,59525,CNG,Second,32.26,998.0,58.2,310000.0
5933,Volkswagen,Volkswagen Vento 1.5,2014,58000,Diesel,First,20.34,1498.0,103.2,650000.0
5934,Mahindra,Mahindra Scorpio VLX,2011,73000,Diesel,First,12.05,2179.0,120.0,640000.0
5935,Ford,Ford Figo Aspire,2016,33554,Diesel,First,25.83,1498.0,99.0,622000.0
5936,Toyota,Toyota Innova 2.5,2012,106000,Diesel,First,12.99,2494.0,100.0,840000.0
5937,Maruti,Maruti Dzire LDI,2018,27000,Diesel,First,28.4,1248.0,73.75,590000.0
5938,Renault,Renault KWID RXL,2018,1000,Petrol,First,25.17,799.0,53.3,340000.0
5939,Ford,Ford Endeavour 2.5L,2011,119000,Diesel,Third,13.1,2499.0,141.0,650000.0
5940,Mahindra,Mahindra Jeep MM,2002,75000,Diesel,First,0.0,2112.0,113.25304969366827,170000.0
5941,Ford,Ford EcoSport 1.0,2015,64000,Petrol,First,18.88,999.0,123.24,600000.0
5942,Hyundai,Hyundai Creta 1.6,2016,63738,Diesel,First,19.67,1582.0,126.2,1190000.0
5943,BMW,BMW 5 Series,2016,16000,Diesel,First,14.69,2993.0,258.0,4800000.0
5944,Maruti,Maruti Ertiga VXI,2017,28000,Petrol,First,18.69,1462.0,103.0,800000.0
5945,Skoda,Skoda Laura L,2007,91000,Diesel,Second,15.6,1896.0,106.0,245000.00000000003
5946,Chevrolet,Chevrolet Beat LS,2013,25000,Petrol,First,18.6,1199.0,79.4,175000.0
5947,Audi,Audi Q3 2.0,2014,65630,Diesel,First,15.73,1968.0,174.33,2175000.0
5948,Honda,Honda City 1.5,2014,48094,Petrol,First,17.0,1497.0,118.0,725000.0
5949,Maruti,Maruti Swift Lxi,2009,90456,Petrol,Second,16.1,1298.0,88.2,300000.0
5950,Ford,Ford Figo Diesel,2012,140000,Diesel,First,20.0,1399.0,68.0,250999.99999999997
5951,Toyota,Toyota Fortuner 4x4,2015,95000,Diesel,First,12.55,2982.0,168.5,1960000.0000000002
5952,Mercedes-Benz,Mercedes-Benz New C-Class,2013,79000,Diesel,Second,15.8,2148.0,170.0,1550000.0
5953,Toyota,Toyota Innova 2.5,2012,96000,Diesel,First,12.99,2494.0,100.0,1150000.0
5954,Honda,Honda City 1.5,2004,186679,Petrol,Second,13.0,1493.0,100.0,176000.0
5955,Honda,Honda Amaze S,2015,91000,Diesel,First,25.8,1498.0,98.6,468000.0
5956,Toyota,Toyota Corolla Altis,2010,109703,Petrol,Second,14.28,1798.0,138.03,400000.0
5957,Tata,Tata Indica Vista,2012,110000,Diesel,First,22.3,1248.0,74.0,280000.0
5958,Mahindra,Mahindra XUV500 W8,2012,35000,Diesel,First,16.0,2179.0,140.0,825000.0
5959,Maruti,Maruti Ritz VDi,2010,47722,Diesel,First,21.1,1248.0,73.9,170000.0
5960,Mercedes-Benz,Mercedes-Benz New C-Class,2013,25000,Petrol,First,14.74,1991.0,181.04,1485000.0
5961,Hyundai,Hyundai Verna VTVT,2018,8000,Petrol,First,17.0,1591.0,121.3,1285000.0
5962,Mercedes-Benz,Mercedes-Benz New C-Class,2012,65000,Diesel,First,14.94,2143.0,204.0,1600000.0
5963,Maruti,Maruti Wagon R,2018,1048,Petrol,First,18.9,998.0,67.1,470000.0
5964,Maruti,Maruti Ertiga VXI,2014,42000,Petrol,Second,16.02,1373.0,93.7,594000.0
5965,Skoda,Skoda Rapid Ultima,2013,55000,Diesel,First,20.5,1598.0,103.5,800000.0
5966,Toyota,Toyota Innova 2.5,2010,72000,Diesel,First,12.8,2494.0,102.0,545000.0
5967,Mercedes-Benz,Mercedes-Benz GLA Class,2018,17773,Petrol,First,13.7,1991.0,183.0,2676000.0
5968,Volkswagen,Volkswagen Polo 1.5,2013,65000,Diesel,Second,20.14,1498.0,88.0,350000.0
5969,Hyundai,Hyundai Santro Xing,2008,65000,Petrol,Second,0.0,1086.0,62.0,139000.0
5970,Hyundai,Hyundai Verna 1.6,2013,53280,Diesel,First,22.32,1582.0,126.3,470000.0
5971,Volkswagen,Volkswagen Ameo 1.2,2016,34005,Petrol,First,17.0,1198.0,73.75,575000.0
5972,Hyundai,Hyundai i20 Asta,2017,14618,Petrol,First,18.6,1197.0,81.83,811000.0
5973,Maruti,Maruti Wagon R,2006,65771,Petrol,Second,17.3,1061.0,64.0,75000.0
5974,Tata,Tata Indica LEI,2006,78000,Petrol,Second,13.5,1405.0,60.0,100000.0
5975,Mahindra,Mahindra Xylo D4,2016,105545,Diesel,First,14.0,2498.0,112.0,530000.0
5976,ISUZU,ISUZU D-MAX V-Cross,2017,25000,Diesel,First,12.4,2499.0,134.0,800000.0
5977,Hyundai,Hyundai i20 2015-2017,2010,80561,Petrol,First,18.5,1197.0,80.0,274000.0
5978,Maruti,Maruti Baleno Alpha,2017,6000,Petrol,First,21.4,1197.0,83.1,750000.0
5979,Tata,Tata Hexa XTA,2016,39000,Diesel,First,17.6,2179.0,153.86,1350000.0
5980,Volkswagen,Volkswagen Polo Petrol,2011,55001,Petrol,First,16.47,1198.0,73.9,220000.00000000003
5981,Mercedes-Benz,Mercedes-Benz New C-Class,2012,63720,Petrol,First,11.74,1796.0,186.0,1325000.0
5982,Toyota,Toyota Etios GD,2013,70000,Diesel,First,23.59,1364.0,113.25304969366827,388000.0
5983,Hyundai,Hyundai Getz GLS,2005,100000,Petrol,Second,15.3,1341.0,83.0,85000.0
5984,Tata,Tata Tiago 1.2,2017,15386,Petrol,First,23.84,1199.0,84.0,511000.00000000006
5985,Renault,Renault Duster 85PS,2013,102486,Diesel,First,19.87,1461.0,83.8,425000.0
5986,Audi,Audi A4 35,2013,58629,Diesel,Second,18.25,1968.0,187.74,1652000.0
5987,Tata,Tata New Safari,2008,86000,Diesel,Third,13.93,2179.0,138.0,60000.0
5988,Maruti,Maruti Swift VDI,2012,68238,Diesel,First,22.9,1248.0,74.0,480000.0
5989,Skoda,Skoda Superb Elegance,2011,42036,Petrol,First,13.7,1798.0,157.75,625000.0
5990,Hyundai,Hyundai Elantra SX,2014,55619,Petrol,First,16.3,1797.0,147.5,830000.0000000001
5991,Honda,Honda City 1.5,2009,60000,Petrol,Third,17.0,1497.0,118.0,325000.0
5992,Renault,Renault Duster 85PS,2015,30000,Diesel,First,19.87,1461.0,83.8,775000.0
5993,Jaguar,Jaguar XF 2.2,2016,31150,Diesel,First,16.36,2179.0,187.7,3054000.0
5994,Maruti,Maruti Wagon R,2010,70000,LPG,First,26.2,998.0,58.2,227000.0
5995,Volkswagen,Volkswagen Polo IPL,2010,70290,Petrol,Second,17.24,1198.0,73.9,296000.0
5996,Tata,Tata Bolt Revotron,2016,10000,Petrol,First,17.57,1193.0,88.7,400000.0
5997,Hyundai,Hyundai i20 Sportz,2014,68010,Petrol,Second,18.5,1197.0,82.85,525000.0
